id,category,urgency_level,urgency_score,text_description,image_description,issue_type,location_type,timestamp
water_supply_MEDIUM_3741,water_supply,MEDIUM,7,"I am writing to inform issue with dirty water tanks hospital. while not critical, it needs proper attention soon. inconvenient for families. noticed last week. in a busy area.",Photo of dirty water tanks showing supply problems hospital. Photo taken morning shot with after rain. Multiple angles shown.,dirty water tanks,hospital,2025-09-05 06:10:10.339317
water_supply_MEDIUM_8860,water_supply,MEDIUM,6,Please address problem: contaminated water hospital. this is problematic and requires resolution. inconvenient for families. ongoing issue. close to residential homes.,Photo of contaminated water showing water leakage hospital. Photo taken morning shot with sunny conditions. Good image quality.,contaminated water,hospital,2025-09-08 06:10:10.339317
water_supply_MEDIUM_6426,water_supply,MEDIUM,7,There's a burst pipes slum area that needs attention. It's issue and should be fixed few days. Inconvenient for families. Getting worse. In a busy area.,Photo of burst pipes showing supply problems slum area. Photo taken in the evening with after rain. Good image quality.,burst pipes,slum area,2025-09-07 06:10:10.339317
water_supply_MEDIUM_7107,water_supply,MEDIUM,7,Reporting burst pipes residential complex. This is causing problems for residents. Please address when possible. Disrupting normal activities. Getting worse. Near the main entrance.,Photo of burst pipes showing supply problems residential complex. Photo taken morning shot with sunny conditions. Multiple angles shown.,burst pipes,residential complex,2025-09-25 06:10:10.339317
water_supply_MEDIUM_2117,water_supply,MEDIUM,7,Problem: no water supply apartment building. This is concerning and requires resolution. Inconvenient for families. Been like this for a few days. Close to residential homes.,Photo of no water supply showing water leakage apartment building. Photo taken in the evening with clear weather. Multiple angles shown.,no water supply,apartment building,2025-09-13 06:10:10.339317
water_supply_MEDIUM_4736,water_supply,MEDIUM,6,Reporting no water supply hospital. This is causing difficulties for residents. Please address when possible. Disrupting normal activities. Getting worse. Near the main entrance.,Photo of no water supply showing plumbing issues visible hospital. Photo taken afternoon lighting with clear weather. Good image quality.,no water supply,hospital,2025-09-26 06:10:10.339317
water_supply_MEDIUM_9561,water_supply,MEDIUM,5,I'm sick of reporting burst pipes government office. this is causing inconvenience for residents. please address when possible. disrupting normal activities. noticed last week. close to residential homes.,Photo of burst pipes showing water leakage government office. Photo taken morning shot with after rain. Multiple angles shown.,burst pipes,government office,2025-08-29 06:10:10.339317
water_supply_MEDIUM_9421,water_supply,MEDIUM,6,I'm sick of problem: burst pipes slum area. this is problematic and requires resolution. inconvenient for families. ongoing issue. in a busy area.,Photo of burst pipes showing plumbing issues visible slum area. Photo taken during daytime with after rain. Close-up detail visible.,burst pipes,slum area,2025-09-21 06:10:10.339829
water_supply_MEDIUM_9619,water_supply,MEDIUM,4,There's a burst pipes government office that needs attention. It's concerning and should be fixed this week. Disrupting normal activities. Been like this for a few days. In a busy area.,Photo of burst pipes showing plumbing issues visible government office. Photo taken during daytime with clear weather. Good image quality.,burst pipes,government office,2025-09-06 06:10:10.339829
water_supply_MEDIUM_2810,water_supply,MEDIUM,6,Reporting contaminated water hospital. This is causing inconvenience for residents. Please address when possible. Disrupting normal activities. Been like this for a few days. Near the main entrance.,Photo of contaminated water showing supply problems hospital. Photo taken during daytime with after rain. Clear visibility.,contaminated water,hospital,2025-09-17 06:10:10.339829
water_supply_MEDIUM_2418,water_supply,MEDIUM,4,How long do we wait there's a low pressure slum area that needs attention. it's issue and should be fixed at earliest. inconvenient for families. ongoing issue. visible from the road.,Photo of low pressure showing water leakage slum area. Photo taken during daytime with sunny conditions. Close-up detail visible.,low pressure,slum area,2025-09-13 06:10:10.339829
water_supply_MEDIUM_3958,water_supply,MEDIUM,7,Problem: no water supply hospital. This is troublesome and requires resolution. Affecting daily routine. Noticed last week. In a busy area.,Photo of no water supply showing plumbing issues visible hospital. Photo taken in the evening with overcast sky. Clear visibility.,no water supply,hospital,2025-09-12 06:10:10.339829
water_supply_MEDIUM_8509,water_supply,MEDIUM,7,"Issue with low pressure government office. While not critical, it needs proper attention when possible. Inconvenient for families. Getting worse. In a busy area.",Photo of low pressure showing plumbing issues visible government office. Photo taken morning shot with clear weather. Multiple angles shown.,low pressure,government office,2025-09-04 06:10:10.339829
water_supply_MEDIUM_8458,water_supply,MEDIUM,5,There's a low pressure school that needs attention. It's needs attention and should be fixed few days. Disrupting normal activities. Noticed last week. Visible from the road.,Photo of low pressure showing supply problems school. Photo taken afternoon lighting with after rain. Close-up detail visible.,low pressure,school,2025-09-16 06:10:10.339829
water_supply_MEDIUM_1041,water_supply,MEDIUM,4,This is ridiculous there's a burst pipes slum area that needs attention. it's troublesome and should be fixed this week. inconvenient for families. noticed last week. visible from the road.,Photo of burst pipes showing plumbing issues visible slum area. Photo taken morning shot with sunny conditions. Clear visibility.,burst pipes,slum area,2025-08-29 06:10:10.339829
water_supply_MEDIUM_9453,water_supply,MEDIUM,5,I am writing to inform problem: burst pipes hospital. this is troublesome and requires resolution. disrupting normal activities. ongoing issue. visible from the road.,Photo of burst pipes showing supply problems hospital. Photo taken during daytime with overcast sky. Multiple angles shown.,burst pipes,hospital,2025-09-17 06:10:10.339829
water_supply_MEDIUM_8840,water_supply,MEDIUM,4,Hey there's a problem: pipe leaks apartment building. this is concerning and requires resolution. affecting daily routine. ongoing issue. near the main entrance.,Photo of pipe leaks showing plumbing issues visible apartment building. Photo taken morning shot with clear weather. Clear visibility.,pipe leaks,apartment building,2025-09-11 06:10:10.339829
water_supply_MEDIUM_4588,water_supply,MEDIUM,4,There is a problem: dirty water tanks government office. this is problematic and requires resolution. disrupting normal activities. getting worse. visible from the road.,Photo of dirty water tanks showing supply problems government office. Photo taken during daytime with after rain. Close-up detail visible.,dirty water tanks,government office,2025-09-05 06:10:10.339829
water_supply_MEDIUM_4612,water_supply,MEDIUM,5,I fear that reporting burst pipes hospital. this is causing problems for residents. please address when possible. disrupting normal activities. been like this for a few days. visible from the road.,Photo of burst pipes showing water leakage hospital. Photo taken during daytime with sunny conditions. Clear visibility.,burst pipes,hospital,2025-09-20 06:10:10.339829
water_supply_MEDIUM_9976,water_supply,MEDIUM,7,There's a contaminated water government office that needs attention. It's issue and should be fixed at earliest. Affecting daily routine. Been like this for a few days. Close to residential homes.,Photo of contaminated water showing supply problems government office. Photo taken during daytime with sunny conditions. Close-up detail visible.,contaminated water,government office,2025-09-15 06:10:10.339829
water_supply_MEDIUM_9813,water_supply,MEDIUM,7,Please address there's a contaminated water residential complex that needs attention. it's troublesome and should be fixed when possible. affecting daily routine. getting worse. in a busy area.,Photo of contaminated water showing supply problems residential complex. Photo taken morning shot with clear weather. Multiple angles shown.,contaminated water,residential complex,2025-09-15 06:10:10.339829
